preview,time,title
"7월로 예정된 도쿄올림픽 취소설을 일본 정부가 부인한 가운데, 국제올림픽위원회(IOC)가 참가 선수 전원에게 신종 코로나바이러스 감염증(코로나19) 백신을 맞게 할 계획이라는 보도가 나왔다. 일본 정부는 재차 올림픽 연기를 원하지만 이미 2024년(파리)과 2028년(LA)은 개최지 확정된 상태다. 이에 대해 일본 정부는 """,2021.01.23 08:29,"IOC ""도쿄올림픽, 참가 선수 전원 백신 맞아야"""
'아이언맨' 윤성빈(27·강원도청)이 시즌 첫 은메달을 목에 걸었다. 윤성빈은 22일(한국시각) 독일 쾨니히스제에서 열린 2020~21시즌 국제봅슬레이스켈레톤경기연맹(IBSF) 월드컵 7차 대회 남자 스켈레톤에서 1·2차 시기 합계 1분39초92로 준우승을 차지했다. 윤성빈은 자신의 시즌 첫 대회인 지난주 스위스 6차 대회에서,2021.01.23 01:15,'아이언맨' 윤성빈 시즌 첫 은메달
"경기 뒤 차상현 감독은 한숨을 쉬었다. 차상현 감독은 경기 뒤 강소휘의 상태에 대해 ""발목을 압박한 상태이고, 내일 병원에 가서 봐야할 것 같다. 제가 어떻게 할 수 있는 영역이 아니다. 일단 흥국생명전은 강소휘가 출전하 수 없다""고 말했다. 차 감독은 ""소리를 낸 부분은 내가 감정이 너무 격해져서였다""며 ""선수들에",2021.01.22 21:33,"GS칼텍스 차상현 감독 ""강소휘 흥국전 출전 가능성 제로"""
"GS칼텍스는 22일 서울 장충체육관에서 열린 도드람 2020~2021 V리그 여자부 4라운드 현대건설과 경기에서 세트 스코어 3-1(25-23, 25-17, 26-28, 27-25)로 이겼다. 두 팀은 26일 4라운드 전승을 걸고 맞대결한다. 기세를 탄 GS칼텍스는 2-2로 맞선 3세트 초반 유서연의 공격, 문명화의 서브득점, 러츠의 블로킹으로 연속 득",2021.01.22 21:15,'흥국생명 기다려' GS칼텍스 5연승 질주
"도쿄올림픽을 준비 중인 23세 이하(U-23) 축구대표팀(이하 올림픽팀)이 제주 전지훈련 기간중 열린 첫 번째 연습경기를 기분 좋은 승리로 장식했다. 김학범 감독이 이끄는 올림픽팀은 22일 제주 강창학공원종합경기장에서 열린 포항 스틸러스와 연습경기에서 오세훈(김천), 이동률(제주), 송민규(포항)의 릴레이 골을 앞세",2021.01.22 16:43,"김학범호, 포항과 연습경기 3-1 쾌승"
"세계태권도연맹(WT)이 서울 에어쇼에서 태권도 시범 공연을 펼친다. 이번 행사에는 조정원 WT 총재와 장석철 서울 ADEX 본부장이 참석했다. 조정원 WT 총재는 ""에어쇼 현장을 찾을 전세계 관람객들에게 태권도의 우수성과 아름다움을 알릴 좋은 기회가 될 것""이라고 이번 협약의 의의를 설명했다.",2021.01.22 16:24,"세계태권도연맹, 서울 에어쇼에서 태권도 시범공연"
"미국 여자프로골프(LPGA) 투어 새해 첫 대회에 '골프 여제' 아니카 소렌스탐(51·스웨덴)이 '선수'로 등장했다. 이 대회는 LPGA 투어 선수 1명과 은퇴 스포츠인, 배우·가수·코미디언 등 유명인이 한 조를 이뤄 경기를 치른다. 지난해 이 대회 우승자인 가비 로페스(멕시코), 이 대회 유명인 부문 3연패를 노리는 존 스몰",2021.01.22 16:18,강력하진 않았어도 크게 녹슬진 않은 '골프 여제' 소렌스탐
"박 대표는 ""고질적 문제를 해결하려면 선수에 대한 편견과 호불호가 없어야 한다고 여겼다. 그래서 국내 지도자가 아닌 외국인 감독 선임을 결심했다. 첫째 새롭고 신선한 마인드와 둘째 구체적 노하우를 가진 인물을 원했다. 수베로 감독이 딱 맞아떨어졌다""고 설명했다. 박 대표는 ""일의 주체인 프런트는 ‘팬의 시각’으",2021.01.25 00:03,박찬혁 “프런트가 팬처럼 팀 보면 안돼”
"프로축구 강원FC 이영표(44) 대표이사는 전북 현대 박지성(39) 어드바이저와 함께 올해 K리그의 주목받는 축구 행정가다. 최근 서울 신문로 축구회관에서 만난 이 대표는 ""행정 경험이 일천한 나와 (박)지성이 같은 40대 젊은 경기인 출신이 K리그에서 중책을 맡았다. 우리가 무엇을 어떻게 바꿔나갈지에 대한 기대와 우려",2021.01.25 00:03,이영표 “대표는 경험 아닌 증명하는 자리”
그는 74년 베이브 루스(714홈런)를 넘어 메이저리그 개인 통산 최다 홈런 1위로 올라섰다. 2007년 배리 본즈가 홈런 762개를 기록해 통산 최다 홈런 1위 자리를 빼앗았다. 백인들의 영웅 베이브 루스의 MLB 최다 홈런 기록에 한 개 차로 접근했다.,2021.01.25 00:03,[삶과 추억] 베이브 루스도 흑백 차별도 넘은 진짜 홈런왕
"프로야구 SK 와이번스는 21세기 KBO리그 최강팀 중 하나다. SK가 '와이번스'라는 이름으로 쌓아 올린 숫자와 시간은 이제 모두 '과거'로 남는다. SK 와이번스의 문이 닫히고, 머지않아 새로운 팀의 새로운 페이지가 열린다.",2021.01.26 19:09,[배영은의 야·생·화] '인천 SK'의 화려했던 21년이 저문다
"사단법인 한국연예인야구협회(이하 SBO, Star Baseball Organization, 총재 정천식)가 여자연예인야구팀 창단과 리그 출범을 앞두고 26일 연예인 선수들을 대상으로 기초 훈련을 시작했다. 창단을 준비 중인 SBO 한스타여자연예인야구단은 초대 단장으로 가수 인순이씨를 추대해 다문화 가정을 비롯해 우리 사회의 어려움을",2021.01.26 15:03,"‘단장은 인순이, 감독은 임호’ 여자연예인야구팀 창단 준비 ‘착착’"
"프로야구단 SK 와이번스를 신세계그룹에 매각한 SK텔레콤(SKT)이 ""앞으로 아마추어 스포츠 저변 확대와 한국 스포츠의 글로벌 경쟁력 강화를 통해 '대한민국 스포츠 육성·지원'에 기여하겠다""고 26일 밝혔다. SKT는 ""그동안 SK 와이번스를 사랑해주신 팬 여러분께 진심으로 감사드린다""고 인사하면서 ""신세계그룹이 강력한",2021.01.26 12:10,"KBO 떠나는 SKT, ""와이번스 사랑해주신 팬들께 감사하다"""
"신세계 그룹이 인천 SK 와이번스 프로야구단을 인수하는 방식으로 프로야구 KBO리그 신규 회원 가입을 추진한다고 26일 밝혔다. 신세계그룹은 SK 와이번스 인수를 추진한 배경에 대해 ""온·오프라인 통합과 온라인 시장 확장을 위해 수년 전부터 프로야구단 인수를 타진해왔다. 특히 기존 고객과 야구팬들의 교차점과 공유",2021.01.26 11:56,"이마트, 야구단 연고지 인천 유지…""선수단·직원 100% 승계"""
"신세계그룹 이마트가 프로야구단 SK 와이번스를 1352억 원에 인수한다. 이마트는 26일 SK텔레콤이 소유한 SK 와이번스의 지분 100%를 이같이 인수하기로 하고 양해각서를 교환했다고 공시했다. 신세계그룹이 SK 와이번스를 인수하면, KBO리그 40년 역사에서 기업 간 야구단을 양수·양도한 역대 여섯 번째 사례가 된다.",2021.01.26 11:39,"이마트, SK와이번스 1352억에 인수…""인천 연고지 유지"""
손흥민(29ㆍ토트넘)이 올 시즌 두 자릿 수 도움을 기록하며 쾌조의 경기력을 이어갔다. 손흥민은 26일 영국 하이 위컴의 애덤스 파크에서 열린 2020~21시즌 FA컵 4라운드(32강전) 위컴과 경기에서 후반 28분 교체 출전해 도움을 기록했다. 손흥민의 도움은 올 시즌 정규리그와 컵대회를 통틀어 10번째다.,2021.01.26 08:56,"‘10호 도움’ 손흥민, 토트넘 FA컵 16강행 견인"
"SK텔레콤이 프로야구단 SK와이번스를 신세계그룹에 매각키로 한 것은 ESG(환경·사회·지배구조) 경영의 연장선이다. SK텔레콤 관계자는 25일 ""SK와이번스 매각은 ESG 경영을 강조하는 상황과 연결된 것""이라며 ""프로야구는 상업성이 강해 체육 지원이라는 사회 공헌과는 거리가 있다""고 말했다. SK 사정에 정통한 한 야구",2021.01.26 00:04,"SK “야구단 매각은 ESG 경영 연장선, 비인기종목 계속 지원”"
"김시우(26)가 25일(한국시간) 미국 캘리포니아 주 라퀸타의 PGA 웨스트(스타디움 코스)에서 벌어진 미국 프로골프(PGA) 투어 아메리칸 익스프레스에서 우승했다. 김시우는 1라운드 6언더파 공동 3위였다가, 2라운드에서 4타를 줄여 공동 2위로 올라섰고, 3라운드에서 다시 5타를 줄여 공동 선두가 되더니, 최종라운드에서 8",2021.01.26 00:03,"PGA 이스트·웨스트 다 정복했다, 김시우 3승"
"황의조는 경기 후 인터뷰에서 ""가족보다 더 많이 보는 사이인 동료가 큰 부상을 당해 마음 아프다. 오타비우를 위해 승리할 수 있어 기분 좋다""고 말했다. 장 루이 가세(68) 보르도 감독은 프랑스24 인터뷰에서 ""황의조는 역습 때 골 결정력이 탁월하다. (성품이 좋아) 지도한 보람이 있는 선수""라고 칭찬했다. 프랑스24는",2021.01.26 00:03,"득점력도 황의조, 동료애도 황의조"
'남자 핸드볼 강호' 두산이 6시즌 연속 정규리그 1위를 차지했다. 두산은 2015시즌부터 이번 시즌까지 6회 연속 정규리그 1위를 차지했다. 2011년 핸드볼 코리아리그 출범 이후 두산은 2014시즌에만 웰컴론코로사에 정규리그와 챔피언결정전 왕좌를 내줬을 뿐 남은 8시즌 모두 통합 우승을 달성했다.,2021.01.23 18:40,"두산, 남자 핸드볼 6시즌 연속 정규리그 1위 확정"
"유재학 감독이 이끄는 울산 현대모비스가 프로농구 사상 팀 최초로 700승을 달성했다. 현대모비스는 23일 잠실실내체육관에서 열린 2020-21 프로농구 정규리그 서울 삼성과 원정 경기에서 81-66으로 이겼다. 최근 5연승을 내달린 현대모비스는 19승 13패를 기록, 전날까지 공동 2위였던 고양 오리온(18승 13패)을 3위로 밀",2021.01.23 17:41,"2위 현대모비스, 팀 최초 700승 달성…5연승 신바람"
"신종 코로나바이러스 감염증(코로나19) 확진 판정을 받은 앤디 머리(34·영국)가 호주오픈 테니스 대회에 불참한다. AP통신은 ""머리가 호주오픈 출전에 필요한 2주 자가 격리 기간을 맞출 수 없게 되면서 이번 대회에 출전할 수 없다""고 전했다. 머리는 지난 14일 신종 코로나바이러스 감염증(코로나19) 양성 반응이 나온",2021.01.23 17:38,"앤디 머리, 코로나19 확진으로 2월 호주오픈 불참"
"LG 트윈스 케이시 켈리(32)가 줄무늬 유니폼을 입고 세 번째 시즌을 맞이한다. 켈리는 21일 구단을 통해 ""벌써 KBO리그 세 번째 시즌인데 정말 흥분되고 기대된다. 올해도 LG의 줄무늬 유니폼을 입을 수 있어 영광이고 좋은 동료들과 함께 할 수 있어 더욱 기쁘다. 특히 우리 가족 모두는 한국에서의 생활을 무척이나 사랑",2021.01.22 13:15,2021시즌에도 기대되는 LG 에이스 켈리
"이어 ""아직 가을야구를 못 했다. 올해는 가을야구 가는 게 목표다. 또 전 경기 출장하면서 3할 타율, 30홈런, 100타점을 넘기고 싶다""고 말했다. 한동희는 ""지난 시즌 종료 뒤 2주간 쉬었다가 다시 운동을 시작했다. 웨이트트레이닝에 집중하고 있다""며 ""올해는 타구를 좀 더 띄워서 치고 싶어서 타구 발사각을 신경 쓰고",2021.01.22 10:35,"17홈런 롯데 한동희의 다음 목표 ""포스트시즌과 30홈런"""
"정동섭 딜로이트 그룹장은 ""한국 프로구단은 외국보다 재정 자립도가 낮고 모기업 지원에 의존하는 구조다. 구단의 재무적 가치는 매우 낮거나 측정할 수 없을 정도다. 그간 구단 매각은 수의계약을 통해 알음알음 이뤄졌다. 정보가 없는 기업은 참여가 불가능한 구조였다. 정보를 투명하게 공개해 접근성을 높여 최적의 매",2021.01.26 00:03,매물로 나온 전자랜드 팔릴까
"2019년 10월 BMW 레이디스 챔피언십(공동 4위) 이후 LPGA 투어 대회 최고 성적이다. 전인지는 ""첫날 6번 홀에서 트리플 보기를 했다. 예전 같았으면 ‘오늘도 안 되네’하고 생각하며 힘들어했을 거다. 이번에는 ‘할 수 있는 걸 더 자신 있게 해보자’고 마음먹었다. 그런 마음이 나흘 내내 이어졌고, 결과도 좋았다""고 말",2021.01.26 00:03,우승만큼 값진 4위…전인지 “자신감 찾았어요”
"홍 감독은 25일 서울 고척스카이돔에서 열린 취임식에서 ""나를 믿고 중요한 임무를 맡겨 준 구단에 감사하다. ‘프로야구 감독은 하늘이 내려야 앉을 수 있는 자리’라고들 한다. 영광스럽지만, 무거운 책임감도 느낀다""는 소감을 밝혔다. 홍 감독은 말도 많고 탈도 많던 키움 구단의 13년 역사를 한순간도 빼놓지 않고 함",2021.01.26 00:03,홍원기 키움 새 감독 “질타와 함께 응원도”
"대한체육회 자문 단체인 회원종목단체 선거공정위원회는 25일 컬링연맹 선관위에 회장 선거 무효에 시정 조치를 내리고, 선거 무효의 취소를 재공고하라고 결정했다. 그러나 컬링연맹 선관위는 지난 20일 선거인단을 구성할 때 일부 개인정보 활용 동의서를 받은 절차가 잘못됐다며 선거 무효를 공고했다. 그러나 체육회는",2021.01.25 21:47,"대한체육회, '컬링연맹 회장 선거 무효 결정 취소하라'"
"KBO는 25일 ""KT 위즈 구단과 소속 투수 주권(26)에 대한 연봉 조정위원회를 개최한 결과, 주권의 올해 연봉을 선수 요구액인 2억5000만원으로 결정했다""고 발표했다. KBO는 ""조정위원회가 직전 시즌 선수의 공헌도와 공헌 기간 및 지속성, 선수 성적에 따른 수상 경력과 최근 소속 구단 성적, 선수의 과거 연봉 및 동급 연",2021.01.25 21:36,"KBO 연봉조정위, '선수' 주권 손 들어줬다…역대 2호"
"전직 프로야구 선수가 노래방에서 지인을 성폭행한 혐의로 불구속 기소된 사실이 알려진 가운데 전직 야구선수 박명환이 25일 '해당 인물은 내가 아니다'고 해명하고 나섰다. 박명환은 이날 자신의 유튜브를 통해 ""해당 기사에 지목된 인물은 내가 아니다""며 ""다짜고짜 나에게 욕을 하는 사람들에게는 법적대응을 하겠다""고",2021.01.25 21:28,"'실검'에 화들짝 놀란 박명환 ""성폭행 야구선수 나 아니다"""
"일본 내부에서 코로나19 여파에 따른 2020 도쿄올림픽 개최를 포기했다는 보도가 전해졌다. 이 매체는 일본이 올해 올림픽 개최의 뜻을 접는 대신, 2032년 올림픽 개최권을 확보하기로 했다는 내용을 소개했다. IOC는 3월 10일부터 그리스 아테네에서 총회를 열고, 도쿄올림픽 개최 여부를 결정할 예정이다.",2021.01.22 10:33,일본 내부 도쿄올림픽 개최 포기설 제기
"대한축구협회(KFA)가 2020년 진로 교육 유공자로 교육부장관 표창을 받았다. 축구협회는 22일 ""교육부가 실시하는 진로 교육 유공자 표창 가운데 진로 탐색 활동 협력 유공자로 축구협회가 선정됐다""면서 ""축구협회가 2014년부터 실시 중인 사회공헌 교육활동 '드림(Dream) KFA'의 성과를 인정받은 것""이라고 밝혔다. 진로",2021.01.22 10:01,"축구협회, 진로교육 부문 교육부장관 표창"
"안병훈은 22일(한국시각) 미국 캘리포니아주 라킨타에서 열린 PGA 투어 아메리칸 익스프레스 첫날 보기 없이 버디만 7개를 기록해 7언더파를 기록, 선두 브랜던 하기(미국·8언더파)에 1타 뒤진 2위에 올랐다. 지난해 2020-2021 시즌 7개 대회 중 5차례나 컷 탈락했던 안병훈은 새해 처음 나선 이번 대회 첫날 완전히 달라",2021.01.22 10:00,"우즈-로즈 전 코치 효과 본 안병훈, PGA투어 대회서 맹타"
"그는"" 시즌에 맞춰 컨디션을 끌어올리는 것이 가장 중요하다. 개막과 동시에 100% 몸 컨디션을 만들어야 하는데, 구단이 제주에서 자가격리를 하고 바로 캠프에 합류할 수 있게 해줬기 때문에 시간은 충분하다""고 했다. 로맥은 ""올해 건강하게 140경기 이상 소화하는 것이 목표다. 작년보다 조금 더 많은 35 홈런(20시즌 32",2021.01.22 09:57,"최장수 외인 SK 로맥 ""새 외국인 선수들 적응 돕겠다"""
"제프 블라터(84) 전 국제축구연맹(FIFA) 회장이 심장 수술 직후 일주일 가까이 혼수상태에 빠졌다가 의식을 되찾은 사실이 뒤늦게 알려졌다. AP통신은 22일 블라터 가족의 말을 인용해 ""블라터 회장이 지난달 심장 수술을 받은 뒤 의식을 잃었으며, 일주일 만에 깨어났다. 현재는 스위스에 있는 병원 중환자실에서 퇴원할",2021.01.22 09:50,"블라터 전 FIFA 회장, 혼수상태서 회복"
"스노보드 하프파이프의 여자 최고수인 재미교포 클로이 김(21)이 2년 만의 컴백 무대에서 만점 활약을 펼쳤다. 클로이 김은 22일 스위스 락스에서 열린 2020~21시즌 국제스키연맹(FIS) 스노보드 월드컵 여자 하프파이프 예선에서 94점을 기록, 출전 선수 24명 중 전체 1위로 결선에 올랐다. 2년 만의 컴백 무대에서 녹슬지",2021.01.22 09:38,"‘스노보드 여제’ 맞네…클로이 김, 컴백 무대 예선 1위"
"전인지(27)가 미국 여자프로골프(LPGA) 투어 2021시즌 개막전인 다이아몬드 리조트 토너먼트 오브 챔피언스 첫날 공동 10위로 출발했다. 전인지는 22일(한국시각) 미국 플로리다주 레이크 부에나 비스타의 포시즌 골프 앤드 스포츠 클럽 올랜도에서 열린 대회 첫날 버디 6개, 트리플 보기 1개로 3언더파를 기록해 공동 10위",2021.01.22 07:24,"전인지, LPGA 투어 개막전 첫날 공동 10위...대니엘 강 단독 선두"
"""K리그 우승에 만족해선 안 됩니다. 선두주자가 돼야 합니다. 전북 현대가 시도하면, 다른 클럽이 따라가는 구조를 만들어야 합니다. 제 경험과 노하우를 최대한 공유해 전북과 K리그 발전을 돕겠습니다"". 박 어드바이저는 ""2002년 월드컵이라는 아주 특별한 시기를 함께 한 선수들이 각기 다른 영역에서 한국 축구 발전에",2021.01.22 00:03,K리그 입성 박지성 첫 마디는 “K리그를 넘어”
"여오현의 출전 시간이 올 시즌 들어 많이 줄었다. 현대캐피탈은 올 시즌 팀을 리모델링하고 있다. 시즌 초 신영석(35)을 한국전력에 내주고, 장신 세터 김명관(24)과 다음 시즌 드래프트의 지명권을 받았다.",2021.01.22 00:03,문성민 때리고 여오현 받고…올드보이의 귀환
"골프존은 2016년 ""카카오VX의 골프 시뮬레이터가 골프존의 특허 기술을 침해했다""며 카카오VX의 시뮬레이터 폐기 및 95억원 배상을 요구했다. 항소심 재판부는 ""페어웨이 매트에서 타격하는 경우에만 거리 감소율을 적용하고, 러프나 벙커 등 다른 조건에서 칠 때는 볼의 거리를 보정하지 않는다. 따라서 ‘카카오VX가 골프",2021.01.22 00:03,골프존-카카오VX 특허 전쟁은 예고편
"20일 서울 청담동 태인 본사에서 만난 이 회장은 ""어릴 때 올림픽에서 본 하키는 ‘저력의 스포츠’였다. 그런데 최근 하키인들이 찾아와 ‘어렵다’고들 하셨다. 태인은 30년간 체육 장학사업 등 스포츠를 통한 사회공헌 활동을 열심히 했다. 이번에는 하키 부활에 보탬이 되고 싶었다""고 말했다. 이 회장은 2019년 슐탄",2021.01.22 00:03,바닥 친 하키 부활에 팔 걷어붙인 ‘기부왕’
"각 구단이 25일까지 KBO에 캠프 참가자 명단을 보내면, 명단 속 인원 모두 30일까지 음성 확인서를 제출해야 한다. KBO 관계자는 ""25일 이전에 받은 검사 결과는 무효다. 검사일이 25일 이후로 찍힌 음성 확인서만 인정한다. 확인서가 기준 미달이거나 의료진의 부정적 소견이 나오면 캠프지로 이동할 수 없다""고 설명했다.",2021.01.22 00:03,“위반하면 징계” 훈련보다 무서운 방역 캠프
대한유도회는 21일 제13차 이사회를 열고 송대남의 남자팀 코치 선임을 확정했다. 송 코치가 대표팀 코치를 맡는 건 이번이 두 번째다. 그는 2012~16년 남자팀 코치를 맡은 경험이 있다.,2021.01.21 17:36,런던올림픽 금메달리스트 송대남 유도대표팀 코치 합류
2007시즌 이후 지난 시즌까지 한 번도 플레이오프에 진출 못했던 탬파베이는 올 시즌 11승 5패로 13년 만에 플레이오프 무대를 밟았다. 자신의 한 시즌 최다인 48개의 터치다운 패스를 성공시키며 강력한 MVP 후보다. 리버스는 NFL에서 17시즌을 뛰며 개인 통산 6만3천440 패싱야드와 421개의 터치다운 패스를 기록했다.,2021.01.21 15:53,NFL 레전드 쿼터백 맞대결...브래디-로저스
"컬링연맹 선거관리위원회는 뒤늦게 선거인단 구성 과정이 잘못됐다며 선거 무효를 결정했다. 한편 선거 무효 결정에 다수의 컬링 선수와 지도자들은 강력히 반발하고 있다. ‘대한체육회에 연맹의 선거 과정을 조사해 관련자를 엄중 처벌하고, 연맹 선관위가 내린 무효 결정을 체육회 직권으로 철회해달라’고 촉구했다.",2021.01.21 15:16,컬링연맹 회장선거 무효…컬링 또 시끌
